Year,Manufacturer,Division,Model,Index (Model Type Index),Displacement,Cylinders,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,# Gears,Drive Sys,Drive Desc,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Energy Storage Device Desc,# Batteries,Battery Type Desc,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,MFR Calculated Gas Guzzler MPG ,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),$ You Spend over 5 years ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted
2019,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,128,3.0,6,Auto(AM-S7),20,25,22,25,35.6,28.868,19.8,25.3,21.9,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,2,Minicompact Cars,,,,,,,,,,,,29.1,4,4,,1,3250,446,349,402
2019,Jaguar Land Rover L,Land Rover,Discovery Sport Si4,551,2.0,4,Auto(S9),20,25,22,25.3502,35.5146,29.0977,20.0948,25.217,22.1163,,TC,Turbocharged,SA,Semi-Automatic,9,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,,,,,,,,,,,,29.3,4,4,,7,3250,442,352,402
2019,Ford Motor Company,Lincoln,NAUTILUS AWD,49,2.0,4,Auto(S8),20,25,22,25.986,40.4145,30.9599,20,25,22,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,5,1750,441,354,402
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,214,3.0,6,Auto(S6),20,27,22,25.3815,38.2439,29.908,20.0813,26.9982,22,,NA,Naturally Aspirated,SA,Semi-Automatic,6,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,,,,,,,,,,,,30.1,4,4,,5,3250,440,327,402
2019,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,52,2.0,4,Auto(S8),19,26,22,24.4,37.3,28.8973,19.3663,26.3879,22.0007,,TS,Turbocharged+Supercharged,SA,Semi-Automatic,8,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,33,Standard SUV 4WD,,,,,,,,,,,,28.9,4,4,,7,3250,456,335,402
2019,Mercedes-Benz,Mercedes-Benz,S 450,520,3.0,6,Auto(A9),19,28,22,23.5,39.7,28.7859,18.7066,27.9345,21.973,,TC,Turbocharged,A,Automatic,9,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,6,Large Cars,,,,,,,,,,,,29,4,4,,3,3250,474,317,403
2019,Porsche,Porsche,Panamera 4 ST,608,3.0,6,Auto(AM-S8),19,26,22,24.3,37.2,28.7931,19.2932,26.3231,21.9285,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,6,Large Cars,,,,,,,,,,,,29,4,4,,5,3250,457,336,403
2019,General Motors,Chevrolet,COLORADO 2WD,554,2.5,4,Manual(M6),20,26,22,24.9,36.2,28.9693,19.7311,25.6735,22.0252,,NA,Naturally Aspirated,M,Manual,6,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,,5,1750,451,346,403
2019,General Motors,GMC,CANYON 2WD,555,2.5,4,Manual(M6),20,26,22,24.9,36.2,28.9693,19.7311,25.6735,22.0252,,NA,Naturally Aspirated,M,Manual,6,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,,5,1750,451,346,403
2019,Ford Motor Company,Ford,F150 PICKUP 2WD,99,2.7,6,Auto(S10),20,26,22,24.7529,37.7318,29.2861,19.6239,26,22.2709,,TC,Turbocharged,SA,Semi-Automatic,10,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,12,Standard Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,,5,1750,452,341,403
2019,Toyota,TOYOTA,HIGHLANDER AWD,16,3.5,6,Auto(S8),19,26,22,24.5,37.5,29.0284,19.4394,26,22.0931,,NA,Naturally Aspirated,SA,Semi-Automatic,8,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,33,Standard SUV 4WD,,,,,,,,,,,,,4,4,,5,1750,454,341,403
2019,Porsche,Porsche,911 Targa 4 GTS,130,3.0,6,Auto(AM-S7),20,26,22,24.6,36,28.688,19.5,25.5,21.8,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,2,Minicompact Cars,,,,,,,,,,,,28.9,4,4,,1,3250,452,345,404
2019,General Motors,Buick,REGAL AWD,262,3.6,6,Auto(S9),19,27,22,25.4,40.8,30.597,19,27,22,,NA,Naturally Aspirated,SA,Semi-Automatic,9,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,5,Midsize Cars,,,,,,,,,,,,30.8,4,4,,5,1750,468,329,404
2019,Nissan,INFINITI,Q50 RED SPORT,133,3.0,6,Auto(S7),20,26,22,24.5984,36.9499,28.9538,19.5112,26.1609,22.0312,,TC,Turbocharged,SA,Semi-Automatic,7,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,5,Midsize Cars,,,,,,,,,,,,29.2,4,4,,3,3250,456,340,404
2019,Ford Motor Company,Ford,RANGER 4WD,148,2.3,4,Auto(S10),20,24,22,25.2973,35.1918,28.9616,20.0202,24,21.9968,,TC,Turbocharged,SA,Semi-Automatic,10,P,Part-time 4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,13,Standard Pick-up Trucks 4WD,,,,,,,,,,,,,4,4,,5,1750,444,371,404
2019,Ford Motor Company,Ford,Transit Connect Wagon LWB FWD,24,2.5,4,Auto(S6),20,26,22,24.6,37.8,29.1864,19.5124,26,22.2055,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,17,Special Purpose Vehicle 2WD,,,,,,,,,,,,,4,4,,5,1750,455,342,404
2019,Mercedes-Benz,Mercedes-Benz,Metris (Cargo Van),411,2.0,4,Auto(A7),21,24,22,26,35.9,29.6836,20.5296,24.1172,22.0025,,TC,Turbocharged,A,Automatic,7,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,17,Special Purpose Vehicle 2WD,,,,,,,,,,,,29.9,4,4,,5,3250,434,367,404
2019,Honda,Acura,MDX AWD,31,3.5,6,Auto(S9),19,26,22,24.4,37.6,28.9779,19.3663,26,22.0612,,NA,Naturally Aspirated,SA,Semi-Automatic,9,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,3,3250,456,340,404
2019,Nissan,NISSAN,PATHFINDER 4WD,592,3.5,6,Auto(AV),19,26,22,24.5,37.3,28.9743,19.4394,26.3879,22.0525,,NA,Naturally Aspirated,CVT,Continuously Variable,1,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,5,1750,457,338,404
2019,General Motors,Chevrolet,TRAVERSE FWD,668,2.0,4,Auto(A9),20,26,22,25.5,38.1,29.9584,20.1673,26,22,,TC,Turbocharged,A,Automatic,9,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),2050,2,2,32,Standard SUV 2WD,,,,,,,,,,,,,4,4,,5,3250,440,341,404
2019,Nissan,INFINITI,Q60 RED SPORT,138,3.0,6,Auto(S7),20,27,22,25.0475,39.4997,29.9843,19.8385,27,22,,TC,Turbocharged,SA,Semi-Automatic,7,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,3,Subcompact Cars,,,,,,,,,,,,30.2,4,4,,3,3250,449,330,405
2019,BMW,BMW,440i Coupe,411,3.0,6,Manual(M6),18,28,22,23.0872,40.2037,28.5586,18.4028,28.2569,21.8283,,TC,Turbocharged,M,Manual,6,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,Compact Cars,,,,,,,,,,,,28.8,4,4,,3,3250,480,313,405
2019,Nissan,INFINITI,Q50 AWD RED SPORT,135,3.0,6,Auto(S7),19,26,22,24.4963,36.7989,28.8342,19.4367,26.0629,21.9477,,TC,Turbocharged,SA,Semi-Automatic,7,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,5,Midsize Cars,,,,,,,,,,,,29,4,4,,3,3250,457,342,405
2019,Toyota,LEXUS,GS 350 F SPORT,50,3.5,6,Auto(S8),19,27,22,23.6,38.5,28.5768,18.7801,27.1633,21.8089,,NA,Naturally Aspirated,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,5,Midsize Cars,,,,,,,,,,,,28.9,4,4,,5,3250,470,326,405
2019,Volkswagen Group of,Audi,A8L,25,3.0,6,Auto(S8),19,27,22,23.6,38.6,28.6016,18.7801,27.2277,21.8276,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,6,Large Cars,Battery(s),1,Lithium Ion,48,5.2,54,On-Board,Electrical Regen Brake,,Both,N,28.8,4,4,,3,3250,470,325,405
2019,General Motors,Cadillac,XT5,620,3.6,6,Auto(S8),19,26,22,24.3566,37.0278,28.7901,19.3346,26.2115,21.9229,,NA,Naturally Aspirated,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,,4,4,,6,1750,459,339,405
2019,General Motors,Chevrolet,BLAZER FWD,732,3.6,6,Auto(A9),20,26,22,24.6038,36.7853,28.9122,19.5151,26.0541,21.9998,,NA,Naturally Aspirated,A,Automatic,9,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,,4,4,,6,1750,456,342,405
2019,Honda,Honda,PILOT FWD,27,3.5,6,Auto(A6),19,27,22,24.7499,38.1499,29.3963,19,26.9375,22.3536,,NA,Naturally Aspirated,A,Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,29.6,4,4,,3,1750,466,329,405
2019,Toyota,LEXUS,RX 350 AWD,71,3.5,6,Auto(S8),19,26,22,24.2157,36.9,28.647,19.2315,26.1286,21.8239,,NA,Naturally Aspirated,SA,Semi-Automatic,8,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,5,1750,460,339,405
2019,General Motors,Chevrolet,IMPALA,82,3.6,6,Auto(S6),19,28,22,23.5,39.4,28.7145,18.7066,27.7421,21.9191,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,,,,,,,,,,,,28.9,4,4,,7,1750,475,321,406
2019,General Motors,Chevrolet,COLORADO 2WD,552,2.5,4,Auto(A6),20,26,22,24.6,36.1,28.7166,19.5124,25.6084,21.8534,,NA,Naturally Aspirated,A,Automatic,6,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,,5,1750,455,347,406
2019,General Motors,GMC,CANYON 2WD,553,2.5,4,Auto(A6),20,26,22,24.6,36.1,28.7166,19.5124,25.6084,21.8534,,NA,Naturally Aspirated,A,Automatic,6,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,,5,1750,455,347,406
2019,Honda,Honda,ODYSSEY FWD,7,3.5,6,Auto(S9),19,28,22,23.3996,39.7997,28.7263,18.6328,27.9984,21.9345,,NA,Naturally Aspirated,SA,Semi-Automatic,9,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,20,"Special Purpose Vehicle, minivan 2WD",,,,,,,,,,,,,4,4,,3,1750,478,318,406
2019,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,163,3.0,6,Auto(S8),19,27,22,23.9,37.8,28.6391,19.0003,26.7155,21.8371,,SC,Supercharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,1,Two Seaters,,,,,,,,,,,,28.8,4,4,,7,3250,468,333,407
2019,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,162,3.0,6,Auto(S8),19,27,22,23.9,37.8,28.6391,19.0003,26.7155,21.8371,,SC,Supercharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,1,Two Seaters,,,,,,,,,,,,28.8,4,4,,7,3250,468,333,407
2019,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC,312,3.0,6,Auto(A9),19,27,22,23.8,38.5,28.7377,18.927,27.1633,21.9176,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,4,Compact Cars,,,,,,,,,,,,28.9,4,4,,5,3250,471,329,407
2019,Nissan,INFINITI,Q50 AWD,132,3.0,6,Auto(S7),19,27,22,23.7735,38.2199,28.6459,18.9075,26.9827,21.8501,,TC,Turbocharged,SA,Semi-Automatic,7,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,5,Midsize Cars,,,,,,,,,,,,28.8,4,4,,3,3250,471,330,407
2019,Porsche,Porsche,Panamera 4,606,3.0,6,Auto(AM-S8),19,26,22,24.7,38.1,29.3442,19,26,22.3176,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,6,Large Cars,,,,,,,,,,,,29.6,4,4,,5,3250,464,338,407
2019,Porsche,Porsche,Panamera 4 Executive,607,3.0,6,Auto(AM-S8),19,26,22,24.7,38.1,29.3442,19,26,22.3176,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,6,Large Cars,,,,,,,,,,,,29.6,4,4,,5,3250,464,338,407
2019,FCA US LLC,RAM,1500 4X2,516,3.6,6,Auto(A8),20,25,22,24.8491,35.2975,28.6678,19.694,25.0847,21.8024,,NA,Naturally Aspirated,A,Automatic,8,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,12,Standard Pick-up Trucks 2WD,Battery(s),1,Lithium Ion,48,9.8,42,On-Board,Electrical Regen Brake,,Both,Y,,4,4,,5,1750,451,353,407
2019,Honda,Honda,PASSPORT FWD,66,3.5,6,Auto(S9),20,25,22,24.8,35.7,28.7501,19.6583,25.3476,21.8669,,NA,Naturally Aspirated,SA,Semi-Automatic,9,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,28.9,4,4,,3,1750,453,352,407
2019,Toyota,LEXUS,RX 350L,76,3.5,6,Auto(S8),19,26,22,24.3,37.522,28.8794,19.2932,26,21.9933,,NA,Naturally Aspirated,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,,4,4,,5,1750,461,342,407
2019,Toyota,TOYOTA,HIGHLANDER,15,2.7,4,Auto(S6),20,24,22,25.5,38.6,30.0963,20.1673,23.5311,21.5538,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,,4,4,,3,1750,438,370,407
2019,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (convertible),144,3.0,6,Auto(A9),19,26,22,24.1,37.1,28.6115,19.1468,26.2583,21.8041,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,3,Subcompact Cars,,,,,,,,,,,,28.8,4,4,,5,3250,464,339,408
2019,General Motors,Cadillac,XTS,79,3.6,6,Auto(S6),19,28,22,23.3213,39.0674,28.4883,18.5752,27.5285,21.7599,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,,,,,,,,,,,,28.7,4,4,,7,1750,478,323,408
2019,Mercedes-Benz,Mercedes-Benz,S 450 4MATIC,521,3.0,6,Auto(A9),18,28,22,23.1,39.5,28.4075,18.4122,27.8062,21.7132,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,6,Large Cars,,,,,,,,,,,,28.6,4,4,,3,3250,481,318,408
2019,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (station wagon),303,3.0,6,Auto(A9),19,26,22,24,37.4,28.6133,19.0736,26.4527,21.8116,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,8,Midsize Station Wagons,,,,,,,,,,,,28.8,4,4,,5,3250,467,336,408
2019,Toyota,TOYOTA,SIENNA,19,3.5,6,Auto(S8),19,27,22,23.8488,37.781,28.5937,18.9628,26.6992,21.8062,,NA,Naturally Aspirated,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,20,"Special Purpose Vehicle, minivan 2WD",,,,,,,,,,,,,4,4,,5,1750,469,333,408
2019,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe FWD,26,2.0,4,Auto(S8),20,25,22,24.5963,38.0246,29.2436,19.5097,25.1252,21.6913,,TC,Turbocharged,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,30,Small SUV 2WD,,,,,,,,,,,,,4,4,,5,1750,455,351,408
2019,Honda,Honda,PILOT AWD,28,3.5,6,Auto(S9),19,26,22,24.7463,36.7002,28.9964,19,25.9988,22.0544,,NA,Naturally Aspirated,SA,Semi-Automatic,9,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,31,Small SUV 4WD,,,,,,,,,,,,29.2,4,4,,3,1750,464,339,408
2019,Nissan,NISSAN,370Z,56,3.7,6,Auto(S7),19,26,22,24.0236,37.0772,28.5462,19.0909,26.2435,21.7596,,NA,Naturally Aspirated,SA,Semi-Automatic,7,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2050,2,2,1,Two Seaters,,,,,,,,,,,,28.7,4,4,,3,3250,467,339,409
2019,Nissan,INFINITI,Q60 AWD,233,3.0,6,Auto(S7),19,27,22,23.6,38.2997,28.527,18.7801,27.0342,21.7714,,TC,Turbocharged,SA,Semi-Automatic,7,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,3,Subcompact Cars,,,,,,,,,,,,28.7,4,4,,3,3250,475,329,409
2019,Mercedes-Benz,Mercedes-Benz,E 450 4MATIC (coupe),135,3.0,6,Auto(A9),19,26,22,23.9,37.3,28.5088,19.0003,26.3879,21.739,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,3,Subcompact Cars,,,,,,,,,,,,28.7,4,4,,5,3250,468,338,409
2019,General Motors,Chevrolet,IMPALA,161,3.6,6,Auto(S6),18,28,22,23.2,39.4,28.4671,18.4859,27.7421,21.7518,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,,,,,,,,,,,,28.7,4,4,5,5,1750,482,321,409
2019,Ford Motor Company,Ford,EXPLORER FWD,56,2.3,4,Auto(S6),19,27,22,23.4,38.7959,28.4872,18.6331,27.3538,21.754,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,32,Standard SUV 2WD,,,,,,,,,,,,,4,4,,3,1750,477,326,409
2019,BMW,BMW,X7 xDrive40i,770,3.0,6,Auto(S8),20,25,22,24.8,35.3,28.6325,19.6583,25.0863,21.7788,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,33,Standard SUV 4WD,,,,,,,,,,,,,4,4,,3,3250,453,355,409
2019,Hyundai,GENESIS,G70 RWD,9,2.0,4,Manual(M6),18,28,22,23.1,39.3,28.3608,18.4122,27.6779,21.6779,,TC,Turbocharged,M,Manual,6,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2050,2,2,4,Compact Cars,,,,,,,,,,,,28.6,4,4,,3,3250,483,321,410
2019,Honda,Honda,RIDGELINE FWD,1,3.5,6,Auto(A6),19,26,22,23.5,37.2997,28.1939,18.7066,26.3877,21.5263,,NA,Naturally Aspirated,A,Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,,,,,,,,,,,,28.4,4,4,,3,1750,471,335,410
2019,Nissan,INFINITI,QX60 AWD,94,3.5,6,Auto(AV-S7),19,26,22,23.9438,36.9511,28.4505,19.0324,26.1617,21.6925,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,5,3250,467,340,410
2019,Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (coupe),313,3.0,6,Auto(A9),19,27,22,23.6,38,28.4518,18.7801,26.8407,21.7146,,TC,Turbocharged,A,Automatic,9,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2050,2,2,3,Subcompact Cars,,,,,,,,,,,,28.7,4,4,,5,3250,475,333,411
2019,Toyota,LEXUS,IS 300 AWD,44,3.5,6,Auto(S6),19,26,21,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965,,NA,Naturally Aspirated,SA,Semi-Automatic,6,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2150,2,2,4,Compact Cars,,,,,,,,,,,,28.5,4,4,,5,3750,465,346,412
2019,Toyota,LEXUS,IS 350 AWD,46,3.5,6,Auto(S6),19,26,21,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965,,NA,Naturally Aspirated,SA,Semi-Automatic,6,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2150,2,2,4,Compact Cars,,,,,,,,,,,,28.5,4,4,,5,3750,465,346,412
2019,Toyota,LEXUS,GS 350 AWD,43,3.5,6,Auto(S6),19,26,21,23.9385,36.0044,28.1896,19.0285,25.5461,21.4965,,NA,Naturally Aspirated,SA,Semi-Automatic,6,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2150,2,2,5,Midsize Cars,,,,,,,,,,,,28.5,4,4,,5,3750,465,346,412
2019,Ford Motor Company,Ford,F150 PICKUP 2WD,108,3.0,6,Auto(S10),22,30,25,27.7,42.2,32.7664,21.7524,29.5278,24.6765,,TC,Turbocharged,SA,Semi-Automatic,10,R,"2-Wheel Drive, Rear",DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1700,2,2,12,Standard Pick-up Trucks 2WD,,,,,,,,,,,,,5,4,,1,1500,467,344,412
2019,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,103,3.3,6,Auto(S6),19,25,22,24.251,35.5863,28.3087,19.2574,25.2734,21.5677,,NA,Naturally Aspirated,SA,Semi-Automatic,6,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),1750,2,2,12,Standard Pick-up Trucks 2WD,,,,,,,,,,,,,4,4,4,5,1750,461,352,412
2019,Ford Motor Company,Lincoln,MKC  AWD,195,2.0,4,Auto(S6),19,25,22,24.3,35.5,28.3207,19.2932,25.217,21.5738,,TC,Turbocharged,SA,Semi-Automatic,6,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1750,2,2,31,Small SUV 4WD,,,,,,,,,,,,,4,4,,5,1750,461,352,412
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport,44,3.0,6,Auto(S8),22,28,24,27.9,40.3,32.3839,21.8954,28.3185,24.3843,,TC,Turbocharged,SA,Semi-Automatic,8,4,4-Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1800,2,2,33,Standard SUV 4WD,,,,,,,,,,,,,5,4,,1,2000,458,355,412
2019,Jaguar Land Rover L,Land Rover,Range Rover SVA,28,3.0,6,Auto(S8),22,28,24,27.9,40.3,32.3839,21.8954,28.3185,24.3843,,TC,Turbocharged,SA,Semi-Automatic,8,4,4-Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1800,2,2,33,Standard SUV 4WD,,,,,,,,,,,,,5,4,,1,2000,458,355,412
2019,Porsche,Porsche,Boxster GTS,223,2.5,4,Manual(M6),19,25,21,24,35,27.9534,19.0736,24.89,21.315,,TC,Turbocharged,M,Manual,6,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2150,2,2,1,Two Seaters,,,,,,,,,,,,28.1,4,4,,3,3750,462,354,413
2019,Porsche,Porsche,Cayman GTS,233,2.5,4,Manual(M6),19,25,21,24,35,27.9534,19.0736,24.89,21.315,,TC,Turbocharged,M,Manual,6,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2150,2,2,1,Two Seaters,,,,,,,,,,,,28.1,4,4,,3,3750,462,354,413
2019,BMW,BMW,M240i Convertible,239,3.0,6,Manual(M6),18,27,21,23.0765,38.1018,28.055,18.3949,26.9065,21.4481,,TC,Turbocharged,M,Manual,6,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2150,2,2,3,Subcompact Cars,,,,,,,,,,,,28.3,4,4,,3,3750,481,329,413
